dose	response	experiment
2048.0000000	0	1
1024.0000000	-5.143473031	1
512.0000000	6.033236692	1
256.0000000	70.77213786	1
128.0000000	95.66076056	1
64.0000000	117.7195718	1
32.0000000	112.5354877	1
16.0000000	131.4612635	1
8.0000000	127.7849343	1
4.0000000	133.9727943	1
2.0000000	128.8100404	1
1.0000000	100	1
