dose	response	experiment
96.0000000	0	1
48.0000000	-0.054323999	1
24.0000000	5.173032705	1
12.0000000	46.87017186	1
6.0000000	110.1080928	1
3.0000000	151.8131293	1
1.5000000	136.8718758	1
0.7500000	122.1235084	1
0.3750000	102.4663574	1
0.1875000	98.61629356	1
0.0937500	98.67612175	1
0.0468750	100	1

