dose	response	experiment
256.0000000	0	1
128.0000000	0.715956933	1
64.0000000	1.657913092	1
32.0000000	2.729797559	1
16.0000000	5.193296758	1
8.0000000	14.08329836	1
4.0000000	24.46016978	1
2.0000000	29.5233116	1
1.0000000	44.46197936	1
0.5000000	135.2494204	1
0.2500000	126.382251	1
0.1250000	100	1
