sample	count 	dilution	CFU.per.ml	MIC	antibiotic.conc	hours
WHOA_1	15	1000	1.50E+06	0.048828125	3.90625E-05	-2
WHOA_2	15	1000	1.50E+06	0.09765625	0.000390625	-2
WHOA_3	15	1000	1.50E+06	0.1953125	0.00078125	-2
WHOA_4	15	1000	1.50E+06	0.390625	0.0015625	-2
WHOA_5	15	1000	1.50E+06	0.78125	0.003125	-2
WHOA_6	15	1000	1.50E+06	1.5625	0.00625	-2
WHOA_7	15	1000	1.50E+06	3.125	0.0125	-2
WHOA_8	15	1000	1.50E+06	6.25	0.025	-2
WHOA_9	15	1000	1.50E+06	12.5	0.05	-2
WHOA_10	15	1000	1.50E+06	25	0.1	-2
WHOA_11	15	1000	1.50E+06	50	0.2	-2
WHOA_12	15	1000	1.50E+06	100	0.4	-2
WHOA_1	21	1000	2.10E+06	0.048828125	3.90625E-05	0
WHOA_2	16	1000	1.60E+06	0.09765625	0.000390625	0
WHOA_3	16	1000	1.60E+06	0.1953125	0.00078125	0
WHOA_4	21	1000	2.10E+06	0.390625	0.0015625	0
WHOA_5	22	1000	2.20E+06	0.78125	0.003125	0
WHOA_6	18	1000	1.80E+06	1.5625	0.00625	0
WHOA_7	22	1000	2.20E+06	3.125	0.0125	0
WHOA_8	22	1000	2.20E+06	6.25	0.025	0
WHOA_9	15	1000	1.50E+06	12.5	0.05	0
WHOA_10	4	1000	4.00E+05	25	0.1	0
WHOA_11	0	1	0.00E+00	50	0.2	0
WHOA_12	0	1	0.00E+00	100	0.4	0
WHOA_1	4	10000	4.00E+06	0.048828125	3.90625E-05	1
WHOA_2	5	10000	5.00E+06	0.09765625	0.000390625	1
WHOA_3	4	10000	4.00E+06	0.1953125	0.00078125	1
WHOA_4	4	10000	4.00E+06	0.390625	0.0015625	1
WHOA_5	3	10000	3.00E+06	0.78125	0.003125	1
WHOA_6	3	10000	3.00E+06	1.5625	0.00625	1
WHOA_7	7	1	7.00E+02	3.125	0.0125	1
WHOA_8	2	1	2.00E+02	6.25	0.025	1
