dose	response	experiment
	32.0000000	0	1
	16.0000000	3.696445948	1
	8.0000000	6.207201938	1
	4.0000000	11.25354792	1
	2.0000000	11.99425074	1
	1.0000000	17.48779982	1
	0.5000000	122.5309365	1
	0.2500000	143.691036	1
	0.1250000	118.5196718	1
	0.0625000	110.9743373	1
	0.0312500	99.08916515	1
	0.0156250	100	1
	
