dose	response	experiment
256.0000000	0	1
128.0000000	8.405465424	1
64.0000000	15.18066155	1
32.0000000	18.31377702	1
16.0000000	23.96873576	1
8.0000000	28.48459577	1
4.0000000	91.21953821	1
2.0000000	119.8145867	1
1.0000000	112.4504223	1
0.5000000	106.7270488	1
0.2500000	92.82541868	1
0.1250000	100	1
