sample	count 	dilution	CFU.per.ml	MIC	antibiotic.conc	hours
F89_1	7	1000	7.00E+05	0.000488281	0.000488282	-2
F89_2	7	1000	7.00E+05	0.000976563	0.004882815	-2
F89_3	7	1000	7.00E+05	0.001953125	0.009765625	-2
F89_4	7	1000	7.00E+05	0.00390625	0.01953125	-2
F89_5	7	1000	7.00E+05	0.0078125	0.0390625	-2
F89_6	7	1000	7.00E+05	0.015625	0.078125	-2
F89_7	7	1000	7.00E+05	0.03125	0.15625	-2
F89_8	7	1000	7.00E+05	0.0625	0.3125	-2
F89_9	7	1000	7.00E+05	0.125	0.625	-2
F89_10	7	1000	7.00E+05	0.25	1.25	-2
F89_11	7	1000	7.00E+05	0.5	2.5	-2
F89_12	7	1000	7.00E+05	1	5	-2
F89_1	12	1000	1.20E+06	0.000488281	0.000488282	0
F89_2	11	1000	1.10E+06	0.000976563	0.004882815	0
F89_3	10	1000	1.00E+06	0.001953125	0.009765625	0
F89_4	9	1000	9.00E+05	0.00390625	0.01953125	0
F89_5	8	1000	8.00E+05	0.0078125	0.0390625	0
F89_6	8	1000	8.00E+05	0.015625	0.078125	0
F89_7	9	1000	9.00E+05	0.03125	0.15625	0
F89_8	11	1000	1.10E+06	0.0625	0.3125	0
F89_9	10	1000	1.00E+06	0.125	0.625	0
F89_10	8	1000	8.00E+05	0.25	1.25	0
F89_11	8	1000	8.00E+05	0.5	2.5	0
F89_12	7	1000	7.00E+05	1	5	0
F89_1	12	1000	1.20E+06	0.000488281	0.000488282	1
F89_2	9	1000	9.00E+05	0.000976563	0.004882815	1
F89_3	12	1000	1.20E+06	0.001953125	0.009765625	1
F89_4	11	1000	1.10E+06	0.00390625	0.01953125	1
F89_5	13	1000	1.30E+06	0.0078125	0.0390625	1
F89_6	9	1000	9.00E+05	0.015625	0.078125	1
F89_7	9	1000	9.00E+05	0.03125	0.15625	1
F89_8	14	1000	1.40E+06	0.0625	0.3125	1
F89_9	11	1000	1.10E+06	0.125	0.625	1
F89_10	9	1000	9.00E+05	0.25	1.25	1
F89_11	9	1000	9.00E+05	0.5	2.5	1
F89_12	8	1000	8.00E+05	1	5	1
F89_1	19	1000	1.90E+06	0.000488281	0.000488282	2
F89_2	16	1000	1.60E+06	0.000976563	0.004882815	2
F89_3	19	1000	1.90E+06	0.001953125	0.009765625	2
F89_4	17	1000	1.70E+06	0.00390625	0.01953125	2
F89_5	15	1000	1.50E+06	0.0078125	0.0390625	2
F89_6	19	1000	1.90E+06	0.015625	0.078125	2
F89_7	16	1000	1.60E+06	0.03125	0.15625	2
F89_8	16	1000	1.60E+06	0.0625	0.3125	2
F89_9	19	1000	1.90E+06	0.125	0.625	2
F89_10	15	1000	1.50E+06	0.25	1.25	2
F89_11	5	1000	5.00E+05	0.5	2.5	2
F89_12	21	100	2.10E+05	1	5	2
F89_1	5	10000	5.00E+06	0.000488281	0.000488282	3
F89_2	7	10000	7.00E+06	0.000976563	0.004882815	3
F89_3	5	10000	5.00E+06	0.001953125	0.009765625	3
F89_4	5	10000	5.00E+06	0.00390625	0.01953125	3
F89_5	6	10000	6.00E+06	0.0078125	0.0390625	3
F89_6	6	10000	6.00E+06	0.015625	0.078125	3
F89_7	8	10000	8.00E+06	0.03125	0.15625	3
F89_8	3	10000	3.00E+06	0.0625	0.3125	3
F89_9	3	10000	3.00E+06	0.125	0.625	3
F89_10	3	10000	3.00E+06	0.25	1.25	3
F89_11	3	10000	3.00E+06	0.5	2.5	3
F89_12	7	1000	7.00E+05	1	5	3
F89_1	15	10000	1.50E+07	0.000488281	0.000488282	4
F89_2	11	10000	1.10E+07	0.000976563	0.004882815	4
F89_3	12	10000	1.20E+07	0.001953125	0.009765625	4
F89_4	8	10000	8.00E+06	0.00390625	0.01953125	4
F89_5	9	10000	9.00E+06	0.0078125	0.0390625	4
F89_6	9	10000	9.00E+06	0.015625	0.078125	4
F89_7	9	10000	9.00E+06	0.03125	0.15625	4
F89_8	7	10000	7.00E+06	0.0625	0.3125	4
F89_9	7	10000	7.00E+06	0.125	0.625	4
F89_10	3	10000	3.00E+06	0.25	1.25	4
F89_11	11	1000	1.10E+06	0.5	2.5	4
F89_12	5	1000	5.00E+05	1	5	4
F89_1	22	10000	2.20E+07	0.000488281	0.000488282	5
F89_2	14	10000	1.40E+07	0.000976563	0.004882815	5
F89_3	15	10000	1.50E+07	0.001953125	0.009765625	5
F89_4	15	10000	1.50E+07	0.00390625	0.01953125	5
F89_5	15	10000	1.50E+07	0.0078125	0.0390625	5
F89_6	14	10000	1.40E+07	0.015625	0.078125	5
F89_7	16	10000	1.60E+07	0.03125	0.15625	5
F89_8	14	10000	1.40E+07	0.0625	0.3125	5
F89_9	15	10000	1.50E+07	0.125	0.625	5
F89_10	9	10000	9.00E+06	0.25	1.25	5
F89_11	13	1000	1.30E+06	0.5	2.5	5
F89_12	6	1000	6.00E+05	1	5	5
F89_1	10	100000	1.00E+08	0.000488281	0.000488282	6
F89_2	8	100000	8.00E+07	0.000976563	0.004882815	6
F89_3	6	100000	6.00E+07	0.001953125	0.009765625	6
F89_4	5	100000	5.00E+07	0.00390625	0.01953125	6
F89_5	5	100000	5.00E+07	0.0078125	0.0390625	6
F89_6	5	100000	5.00E+07	0.015625	0.078125	6
F89_7	3	100000	3.00E+07	0.03125	0.15625	6
F89_8	16	10000	1.60E+07	0.0625	0.3125	6
F89_9	6	10000	6.00E+06	0.125	0.625	6
F89_10	8	10000	8.00E+06	0.25	1.25	6
F89_11	8	100	8.00E+04	0.5	2.5	6
F89_12	30	1	3.00E+03	1	5	6
