sample	count 	dilution	CFU.per.ml	MIC	antibiotic.conc	hours
WHOA_1	15	1000	1.50E+06	0.004882813	0.000244141	-2
WHOA_2	15	1000	1.50E+06	0.009765625	0.002441406	-2
WHOA_3	15	1000	1.50E+06	0.01953125	0.004882813	-2
WHOA_4	15	1000	1.50E+06	0.0390625	0.009765625	-2
WHOA_5	15	1000	1.50E+06	0.078125	0.01953125	-2
WHOA_6	15	1000	1.50E+06	0.15625	0.0390625	-2
WHOA_7	15	1000	1.50E+06	0.3125	0.078125	-2
WHOA_8	15	1000	1.50E+06	0.625	0.15625	-2
WHOA_9	15	1000	1.50E+06	1.25	0.3125	-2
WHOA_10	15	1000	1.50E+06	2.5	0.625	-2
WHOA_11	15	1000	1.50E+06	5	1.25	-2
WHOA_12	15	1000	1.50E+06	10	2.5	-2
WHOA_1	9	1000	9.00E+05	0.004882813	0.000244141	0
WHOA_2	8	1000	8.00E+05	0.009765625	0.002441406	0
WHOA_3	7	1000	7.00E+05	0.01953125	0.004882813	0
WHOA_4	10	1000	1.00E+06	0.0390625	0.009765625	0
WHOA_5	10	1000	1.00E+06	0.078125	0.01953125	0
WHOA_6	9	1000	9.00E+05	0.15625	0.0390625	0
WHOA_7	11	1000	1.10E+06	0.3125	0.078125	0
WHOA_8	8	1000	8.00E+05	0.625	0.15625	0
WHOA_9	8	1000	8.00E+05	1.25	0.3125	0
WHOA_10	6	1000	6.00E+05	2.5	0.625	0
WHOA_11	6	1000	6.00E+05	5	1.25	0
WHOA_12	6	1000	6.00E+05	10	2.5	0
WHOA_1	10	1000	1.00E+06	0.004882813	0.000244141	1
WHOA_2	11	1000	1.10E+06	0.009765625	0.002441406	1
WHOA_3	11	1000	1.10E+06	0.01953125	0.004882813	1
WHOA_4	15	1000	1.50E+06	0.0390625	0.009765625	1
WHOA_5	9	1000	9.00E+05	0.078125	0.01953125	1
WHOA_6	9	1000	9.00E+05	0.15625	0.0390625	1
WHOA_7	9	1000	9.00E+05	0.3125	0.078125	1
WHOA_8	7	1000	7.00E+05	0.625	0.15625	1
WHOA_9	7	1000	7.00E+05	1.25	0.3125	1
WHOA_10	9	1000	9.00E+05	2.5	0.625	1
WHOA_11	8	1000	8.00E+05	5	1.25	1
WHOA_12	11	1000	1.10E+06	10	2.5	1
WHOA_1	12	1000	1.20E+06	0.004882813	0.000244141	2
WHOA_2	14	1000	1.40E+06	0.009765625	0.002441406	2
WHOA_3	23	1000	2.30E+06	0.01953125	0.004882813	2
WHOA_4	19	1000	1.90E+06	0.0390625	0.009765625	2
WHOA_5	7	1000	7.00E+05	0.078125	0.01953125	2
WHOA_6	7	1000	7.00E+05	0.15625	0.0390625	2
WHOA_7	9	1000	9.00E+05	0.3125	0.078125	2
WHOA_8	4	1000	4.00E+05	0.625	0.15625	2
WHOA_9	7	1000	7.00E+05	1.25	0.3125	2
WHOA_10	12	1000	1.20E+06	2.5	0.625	2
WHOA_11	6	1000	6.00E+05	5	1.25	2
WHOA_12	5	1000	5.00E+05	10	2.5	2
WHOA_1	25	1000	2.50E+06	0.004882813	0.000244141	3
WHOA_2	16	1000	1.60E+06	0.009765625	0.002441406	3
WHOA_3	21	1000	2.10E+06	0.01953125	0.004882813	3
WHOA_4	21	1000	2.10E+06	0.0390625	0.009765625	3
WHOA_5	11	1000	1.10E+06	0.078125	0.01953125	3
WHOA_6	12	1000	1.20E+06	0.15625	0.0390625	3
WHOA_7	13	1000	1.30E+06	0.3125	0.078125	3
WHOA_8	5	1000	5.00E+05	0.625	0.15625	3
WHOA_9	6	1000	6.00E+05	1.25	0.3125	3
WHOA_10	6	1000	6.00E+05	2.5	0.625	3
WHOA_11	7	1000	7.00E+05	5	1.25	3
WHOA_12	8	1000	8.00E+05	10	2.5	3
WHOA_1	5	10000	5.00E+06	0.004882813	0.000244141	4
WHOA_2	4	10000	4.00E+06	0.009765625	0.002441406	4
WHOA_3	5	10000	5.00E+06	0.01953125	0.004882813	4
WHOA_4	6	10000	6.00E+06	0.0390625	0.009765625	4
WHOA_5	6	10000	6.00E+06	0.078125	0.01953125	4
WHOA_6	3	10000	3.00E+06	0.15625	0.0390625	4
WHOA_7	33	1000	3.30E+06	0.3125	0.078125	4
WHOA_8	6	1000	6.00E+05	0.625	0.15625	4
WHOA_9	3	1000	3.00E+05	1.25	0.3125	4
WHOA_10	4	1000	4.00E+05	2.5	0.625	4
WHOA_11	9	1000	9.00E+05	5	1.25	4
WHOA_12	7	1000	7.00E+05	10	2.5	4
WHOA_1	12	10000	1.20E+07	0.004882813	0.000244141	5
WHOA_2	11	10000	1.10E+07	0.009765625	0.002441406	5
WHOA_3	11	10000	1.10E+07	0.01953125	0.004882813	5
WHOA_4	13	10000	1.30E+07	0.0390625	0.009765625	5
WHOA_5	9	10000	9.00E+06	0.078125	0.01953125	5
WHOA_6	9	10000	9.00E+06	0.15625	0.0390625	5
WHOA_7	7	10000	7.00E+06	0.3125	0.078125	5
WHOA_8	8	1000	8.00E+05	0.625	0.15625	5
WHOA_9	3	1000	3.00E+05	1.25	0.3125	5
WHOA_10	6	1000	6.00E+05	2.5	0.625	5
WHOA_11	6	1000	6.00E+05	5	1.25	5
WHOA_12	7	1000	7.00E+05	10	2.5	5
WHOA_1	23	10000	2.30E+07	0.004882813	0.000244141	6
WHOA_2	19	10000	1.90E+07	0.009765625	0.002441406	6
WHOA_3	22	10000	2.20E+07	0.01953125	0.004882813	6
WHOA_4	19	10000	1.90E+07	0.0390625	0.009765625	6
WHOA_5	23	10000	2.30E+07	0.078125	0.01953125	6
WHOA_6	13	10000	1.30E+07	0.15625	0.0390625	6
WHOA_7	11	10000	1.10E+07	0.3125	0.078125	6
WHOA_8	3	10000	3.00E+06	0.625	0.15625	6
WHOA_9	3	1000	3.00E+05	1.25	0.3125	6
WHOA_10	4	1000	4.00E+05	2.5	0.625	6
WHOA_11	4	1000	4.00E+05	5	1.25	6
WHOA_12	11	100	1.10E+05	10	2.5	6
