sample	count 	dilution	CFU.per.ml	MIC	antibiotic.conc	hours
F89_1	9	1000	9.00E+05	0.000488281	0.000146484	-2
F89_2	9	1000	9.00E+05	0.000976563	0.001464845	-2
F89_3	9	1000	9.00E+05	0.001953125	0.002929688	-2
F89_4	9	1000	9.00E+05	0.00390625	0.005859375	-2
F89_5	9	1000	9.00E+05	0.0078125	0.01171875	-2
F89_6	9	1000	9.00E+05	0.015625	0.0234375	-2
F89_7	9	1000	9.00E+05	0.03125	0.046875	-2
F89_8	9	1000	9.00E+05	0.0625	0.09375	-2
F89_9	9	1000	9.00E+05	0.125	0.1875	-2
F89_10	9	1000	9.00E+05	0.25	0.375	-2
F89_11	9	1000	9.00E+05	0.5	0.75	-2
F89_12	9	1000	9.00E+05	1	1.5	-2
F89_1	9	1000	9.00E+05	0.000488281	0.000146484	0
F89_2	13	1000	1.30E+06	0.000976563	0.001464845	0
F89_3	8	1000	8.00E+05	0.001953125	0.002929688	0
F89_4	9	1000	9.00E+05	0.00390625	0.005859375	0
F89_5	8	1000	8.00E+05	0.0078125	0.01171875	0
F89_6	9	1000	9.00E+05	0.015625	0.0234375	0
F89_7	9	1000	9.00E+05	0.03125	0.046875	0
F89_8	9	1000	9.00E+05	0.0625	0.09375	0
F89_9	10	1000	1.00E+06	0.125	0.1875	0
F89_10	10	1000	1.00E+06	0.25	0.375	0
F89_11	9	1000	9.00E+05	0.5	0.75	0
F89_12	9	1000	9.00E+05	1	1.5	0
F89_1	18	1000	1.80E+06	0.000488281	0.000146484	1
F89_2	13	1000	1.30E+06	0.000976563	0.001464845	1
F89_3	18	1000	1.80E+06	0.001953125	0.002929688	1
F89_4	16	1000	1.60E+06	0.00390625	0.005859375	1
F89_5	15	1000	1.50E+06	0.0078125	0.01171875	1
F89_6	12	1000	1.20E+06	0.015625	0.0234375	1
F89_7	12	1000	1.20E+06	0.03125	0.046875	1
F89_8	12	1000	1.20E+06	0.0625	0.09375	1
F89_9	12	1000	1.20E+06	0.125	0.1875	1
F89_10	12	1000	1.20E+06	0.25	0.375	1
F89_11	8	1000	8.00E+05	0.5	0.75	1
F89_12	18	100	1.80E+05	1	1.5	1
F89_1	7	10000	7.00E+06	0.000488281	0.000146484	2
F89_2	6	10000	6.00E+06	0.000976563	0.001464845	2
F89_3	3	10000	3.00E+06	0.001953125	0.002929688	2
F89_4	7	10000	7.00E+06	0.00390625	0.005859375	2
F89_5	5	10000	5.00E+06	0.0078125	0.01171875	2
F89_6	5	10000	5.00E+06	0.015625	0.0234375	2
F89_7	4	10000	4.00E+06	0.03125	0.046875	2
F89_8	3	10000	3.00E+06	0.0625	0.09375	2
F89_9	5	10000	5.00E+06	0.125	0.1875	2
F89_10	21	100	2.10E+05	0.25	0.375	2
F89_11	19	10	1.90E+04	0.5	0.75	2
F89_12	15	1	1.50E+03	1	1.5	2
F89_1	9	10000	9.00E+06	0.000488281	0.000146484	3
F89_2	10	10000	1.00E+07	0.000976563	0.001464845	3
F89_3	10	10000	1.00E+07	0.001953125	0.002929688	3
F89_4	7	10000	7.00E+06	0.00390625	0.005859375	3
F89_5	10	10000	1.00E+07	0.0078125	0.01171875	3
F89_6	12	10000	1.20E+07	0.015625	0.0234375	3
F89_7	8	10000	8.00E+06	0.03125	0.046875	3
F89_8	5	10000	5.00E+06	0.0625	0.09375	3
F89_9	4	10000	4.00E+06	0.125	0.1875	3
F89_10	19	100	1.90E+05	0.25	0.375	3
F89_11	18	1	1.80E+03	0.5	0.75	3
F89_12	12	1	1.20E+03	1	1.5	3
F89_1	19	10000	1.90E+07	0.000488281	0.000146484	4
F89_2	15	10000	1.50E+07	0.000976563	0.001464845	4
F89_3	15	10000	1.50E+07	0.001953125	0.002929688	4
F89_4	13	10000	1.30E+07	0.00390625	0.005859375	4
F89_5	16	10000	1.60E+07	0.0078125	0.01171875	4
F89_6	11	10000	1.10E+07	0.015625	0.0234375	4
F89_7	11	10000	1.10E+07	0.03125	0.046875	4
F89_8	8	10000	8.00E+06	0.0625	0.09375	4
F89_9	4	10000	4.00E+06	0.125	0.1875	4
F89_10	4	100	4.00E+04	0.25	0.375	4
F89_11	8	1	8.00E+02	0.5	0.75	4
F89_12	0	1	0.00E+00	1	1.5	4
F89_1	27	10000	2.70E+07	0.000488281	0.000146484	5
F89_2	22	10000	2.20E+07	0.000976563	0.001464845	5
F89_3	18	10000	1.80E+07	0.001953125	0.002929688	5
F89_4	19	10000	1.90E+07	0.00390625	0.005859375	5
F89_5	17	10000	1.70E+07	0.0078125	0.01171875	5
F89_6	20	10000	2.00E+07	0.015625	0.0234375	5
F89_7	16	10000	1.60E+07	0.03125	0.046875	5
F89_8	16	10000	1.60E+07	0.0625	0.09375	5
F89_9	13	10000	1.30E+07	0.125	0.1875	5
F89_10	14	100	1.40E+05	0.25	0.375	5
F89_11	0	1	0.00E+00	0.5	0.75	5
F89_12	0	1	0.00E+00	1	1.5	5
F89_1	6	100000	6.00E+07	0.000488281	0.000146484	6
F89_2	6	100000	6.00E+07	0.000976563	0.001464845	6
F89_3	8	100000	8.00E+07	0.001953125	0.002929688	6
F89_4	6	100000	6.00E+07	0.00390625	0.005859375	6
F89_5	26	10000	2.60E+07	0.0078125	0.01171875	6
F89_6	28	10000	2.80E+07	0.015625	0.0234375	6
F89_7	29	10000	2.90E+07	0.03125	0.046875	6
F89_8	33	10000	3.30E+07	0.0625	0.09375	6
F89_9	14	10000	1.40E+07	0.125	0.1875	6
F89_10	7	10	7.00E+03	0.25	0.375	6
F89_11	0	1	0.00E+00	0.5	0.75	6
F89_12	0	1	0.00E+00	1	1.5	6
