sample	count 	dilution	CFU.per.ml	MIC	antibiotic.conc	hours
WHOA_1	14	1000	1.40E+06	0.048828125	1.95E-06	-2
WHOA_2	14	1000	1.40E+06	0.09765625	1.95E-05	-2
WHOA_3	14	1000	1.40E+06	0.1953125	3.91E-05	-2
WHOA_4	14	1000	1.40E+06	0.390625	0.000078125	-2
WHOA_5	14	1000	1.40E+06	0.78125	0.00015625	-2
WHOA_6	14	1000	1.40E+06	1.5625	0.0003125	-2
WHOA_7	14	1000	1.40E+06	3.125	0.000625	-2
WHOA_8	14	1000	1.40E+06	6.25	0.00125	-2
WHOA_9	14	1000	1.40E+06	12.5	0.0025	-2
WHOA_10	14	1000	1.40E+06	25	0.005	-2
WHOA_11	14	1000	1.40E+06	50	0.01	-2
WHOA_12	14	1000	1.40E+06	100	0.02	-2
WHOA_1	5	10000	5.00E+06	0.048828125	1.95E-06	0
WHOA_2	6	10000	6.00E+06	0.09765625	1.95E-05	0
WHOA_3	4	10000	4.00E+06	0.1953125	3.91E-05	0
WHOA_4	8	10000	8.00E+06	0.390625	0.000078125	0
WHOA_5	4	10000	4.00E+06	0.78125	0.00015625	0
WHOA_6	9	10000	9.00E+06	1.5625	0.0003125	0
WHOA_7	6	10000	6.00E+06	3.125	0.000625	0
WHOA_8	3	10000	3.00E+06	6.25	0.00125	0
WHOA_9	3	10000	3.00E+06	12.5	0.0025	0
WHOA_10	4	10000	4.00E+06	25	0.005	0
WHOA_11	3	10000	3.00E+06	50	0.01	0
WHOA_12	5	10000	5.00E+06	100	0.02	0
WHOA_1	8	10000	8.00E+06	0.048828125	1.95E-06	1
WHOA_2	6	10000	6.00E+06	0.09765625	1.95E-05	1
WHOA_3	7	10000	7.00E+06	0.1953125	3.91E-05	1
WHOA_4	9	10000	9.00E+06	0.390625	0.000078125	1
WHOA_5	7	10000	7.00E+06	0.78125	0.00015625	1
WHOA_6	8	10000	8.00E+06	1.5625	0.0003125	1
WHOA_7	4	10000	4.00E+06	3.125	0.000625	1
WHOA_8	19	1000	1.90E+06	6.25	0.00125	1
WHOA_9	20	1000	2.00E+06	12.5	0.0025	1
WHOA_10	17	1000	1.70E+06	25	0.005	1
WHOA_11	16	1000	1.60E+06	50	0.01	1
WHOA_12	15	1000	1.50E+06	100	0.02	1
WHOA_1	10	10000	1.00E+07	0.048828125	1.95E-06	2
WHOA_2	13	10000	1.30E+07	0.09765625	1.95E-05	2
WHOA_3	6	10000	6.00E+06	0.1953125	3.91E-05	2
WHOA_4	28	1000	2.80E+06	0.390625	0.000078125	2
WHOA_5	10	1000	1.00E+06	0.78125	0.00015625	2
WHOA_6	2	1000	2.00E+05	1.5625	0.0003125	2
WHOA_7	4	1000	4.00E+05	3.125	0.000625	2
WHOA_8	3	1000	3.00E+05	6.25	0.00125	2
WHOA_9	4	1000	4.00E+05	12.5	0.0025	2
WHOA_10	2	1000	2.00E+05	25	0.005	2
WHOA_11	16	100	1.60E+05	50	0.01	2
WHOA_12	17	100	1.70E+05	100	0.02	2
WHOA_1	19	10000	1.90E+07	0.048828125	1.95E-06	3
WHOA_2	22	10000	2.20E+07	0.09765625	1.95E-05	3
WHOA_3	22	10000	2.20E+07	0.1953125	3.91E-05	3
WHOA_4	18	10000	1.80E+07	0.390625	0.000078125	3
WHOA_5	3	100	3.00E+04	0.78125	0.00015625	3
WHOA_6	16	100	1.60E+05	1.5625	0.0003125	3
WHOA_7	10	10	1.00E+04	3.125	0.000625	3
WHOA_8	10	10	1.00E+04	6.25	0.00125	3
WHOA_9	12	10	1.20E+04	12.5	0.0025	3
WHOA_10	9	10	9.00E+03	25	0.005	3
WHOA_11	5	10	5.00E+03	50	0.01	3
WHOA_12	4	10	4.00E+03	100	0.02	3
WHOA_1	5	100000	5.00E+07	0.048828125	1.95E-06	4
WHOA_2	5	100000	5.00E+07	0.09765625	1.95E-05	4
WHOA_3	9	100000	9.00E+07	0.1953125	3.91E-05	4
WHOA_4	4	100000	4.00E+07	0.390625	0.000078125	4
WHOA_5	16	100	1.60E+05	0.78125	0.00015625	4
WHOA_6	12	100	1.20E+05	1.5625	0.0003125	4
