sample	count 	dilution	CFU.per.ml	MIC	antibiotic.conc	hours
WHOA_1	10	10000	1.00E+07	0.004882813	9.77E-07	-2
WHOA_2	10	10000	1.00E+07	0.009765625	1.95E-06	-2
WHOA_3	10	10000	1.00E+07	0.01953125	3.91E-06	-2
WHOA_4	10	10000	1.00E+07	0.0390625	7.81E-06	-2
WHOA_5	10	10000	1.00E+07	0.078125	0.000015625	-2
WHOA_6	10	10000	1.00E+07	0.15625	0.00003125	-2
WHOA_7	10	10000	1.00E+07	0.3125	0.0000625	-2
WHOA_8	10	10000	1.00E+07	0.625	0.000125	-2
WHOA_9	10	10000	1.00E+07	1.25	0.00025	-2
WHOA_10	10	10000	1.00E+07	2.5	0.0005	-2
WHOA_11	10	10000	1.00E+07	5	0.001	-2
WHOA_12	10	10000	1.00E+07	10	0.002	-2
WHOA_1	14	10000	1.40E+07	0.004882813	9.77E-07	0
WHOA_2	9	10000	9.00E+06	0.009765625	1.95E-06	0
WHOA_3	11	10000	1.10E+07	0.01953125	3.91E-06	0
WHOA_4	11	10000	1.10E+07	0.0390625	7.81E-06	0
WHOA_5	11	10000	1.10E+07	0.078125	0.000015625	0
WHOA_6	7	10000	7.00E+06	0.15625	0.00003125	0
WHOA_7	11	10000	1.10E+07	0.3125	0.0000625	0
WHOA_8	8	10000	8.00E+06	0.625	0.000125	0
WHOA_9	8	10000	8.00E+06	1.25	0.00025	0
WHOA_10	9	10000	9.00E+06	2.5	0.0005	0
WHOA_11	9	10000	9.00E+06	5	0.001	0
WHOA_12	9	10000	9.00E+06	10	0.002	0
WHOA_1	15	10000	1.50E+07	0.004882813	9.77E-07	1
WHOA_2	15	10000	1.50E+07	0.009765625	1.95E-06	1
WHOA_3	13	10000	1.30E+07	0.01953125	3.91E-06	1
WHOA_4	14	10000	1.40E+07	0.0390625	7.81E-06	1
WHOA_5	17	10000	1.70E+07	0.078125	0.000015625	1
WHOA_6	13	10000	1.30E+07	0.15625	0.00003125	1
WHOA_7	13	10000	1.30E+07	0.3125	0.0000625	1
WHOA_8	14	10000	1.40E+07	0.625	0.000125	1
WHOA_9	12	10000	1.20E+07	1.25	0.00025	1
WHOA_10	15	10000	1.50E+07	2.5	0.0005	1
WHOA_11	6	10000	6.00E+06	5	0.001	1
WHOA_12	9	10000	9.00E+06	10	0.002	1
WHOA_1	22	10000	2.20E+07	0.004882813	9.77E-07	2
WHOA_2	15	10000	1.50E+07	0.009765625	1.95E-06	2
WHOA_3	15	10000	1.50E+07	0.01953125	3.91E-06	2
WHOA_4	16	10000	1.60E+07	0.0390625	7.81E-06	2
WHOA_5	14	10000	1.40E+07	0.078125	0.000015625	2
WHOA_6	11	10000	1.10E+07	0.15625	0.00003125	2
WHOA_7	5	10000	5.00E+06	0.3125	0.0000625	2
WHOA_8	5	10000	5.00E+06	0.625	0.000125	2
WHOA_9	5	10000	5.00E+06	1.25	0.00025	2
WHOA_10	24	1000	2.40E+06	2.5	0.0005	2
WHOA_11	21	1000	2.10E+06	5	0.001	2
WHOA_12	17	1000	1.70E+06	10	0.002	2
WHOA_1	5	100000	5.00E+07	0.004882813	9.77E-07	3
WHOA_2	5	100000	5.00E+07	0.009765625	1.95E-06	3
WHOA_3	4	100000	4.00E+07	0.01953125	3.91E-06	3
WHOA_4	28	10000	2.80E+07	0.0390625	7.81E-06	3
WHOA_5	5	100000	5.00E+07	0.078125	0.000015625	3
WHOA_6	5	100000	5.00E+07	0.15625	0.00003125	3
WHOA_7	27	1000	2.70E+06	0.3125	0.0000625	3
WHOA_8	5	1000	5.00E+05	0.625	0.000125	3
WHOA_9	4	1000	4.00E+05	1.25	0.00025	3
WHOA_10	7	1000	7.00E+05	2.5	0.0005	3
WHOA_11	22	100	2.20E+05	5	0.001	3
WHOA_12	18	100	1.80E+05	10	0.002	3
WHOA_1	11	100000	1.10E+08	0.004882813	9.77E-07	4
WHOA_2	13	100000	1.30E+08	0.009765625	1.95E-06	4
WHOA_3	7	100000	7.00E+07	0.01953125	3.91E-06	4
WHOA_4	6	100000	6.00E+07	0.0390625	7.81E-06	4
WHOA_5	3	100000	3.00E+07	0.078125	0.000015625	4
WHOA_6	3	100000	3.00E+07	0.15625	0.00003125	4
WHOA_7	19	1000	1.90E+06	0.3125	0.0000625	4
WHOA_8	11	100	1.10E+05	0.625	0.000125	4
WHOA_9	9	100	9.00E+04	1.25	0.00025	4
WHOA_10	9	100	9.00E+04	2.5	0.0005	4
WHOA_11	8	100	8.00E+04	5	0.001	4
WHOA_12	5	100	5.00E+04	10	0.002	4
WHOA_1	16	100000	1.60E+08	0.004882813	9.77E-07	5
WHOA_2	8	100000	8.00E+07	0.009765625	1.95E-06	5
WHOA_3	7	100000	7.00E+07	0.01953125	3.91E-06	5
WHOA_4	6	100000	6.00E+07	0.0390625	7.81E-06	5
WHOA_5	8	100000	8.00E+07	0.078125	0.000015625	5
WHOA_6	9	100000	9.00E+07	0.15625	0.00003125	5
WHOA_7	11	10000	1.10E+07	0.3125	0.0000625	5
WHOA_8	10	100	1.00E+05	0.625	0.000125	5
WHOA_9	18	10	1.80E+04	1.25	0.00025	5
WHOA_10	12	10	1.20E+04	2.5	0.0005	5
WHOA_11	12	10	1.20E+04	5	0.001	5
WHOA_12	8	10	8.00E+03	10	0.002	5
WHOA_1	19	100000	1.90E+08	0.004882813	9.77E-07	6
WHOA_2	19	100000	1.90E+08	0.009765625	1.95E-06	6
WHOA_3	16	100000	1.60E+08	0.01953125	3.91E-06	6
WHOA_4	16	100000	1.60E+08	0.0390625	7.81E-06	6
WHOA_5	8	100000	8.00E+07	0.078125	0.000015625	6
WHOA_6	11	100000	1.10E+08	0.15625	0.00003125	6
WHOA_7	10	10000	1.00E+07	0.3125	0.0000625	6
WHOA_8	9	100	9.00E+04	0.625	0.000125	6
WHOA_9	9	10	9.00E+03	1.25	0.00025	6
WHOA_10	9	10	9.00E+03	2.5	0.0005	6
WHOA_11	6	10	6.00E+03	5	0.001	6
WHOA_12	3	10	3.00E+03	10	0.002	6
