sample	count 	dilution	CFU.per.ml	MIC	antibiotic.conc	hours
F89_1	10	1000	1.00E+06	0.004882813	0.001464844	-2
F89_2	10	1000	1.00E+06	0.009765625	0.014648438	-2
F89_3	10	1000	1.00E+06	0.01953125	0.029296875	-2
F89_4	10	1000	1.00E+06	0.0390625	0.05859375	-2
F89_5	10	1000	1.00E+06	0.078125	0.1171875	-2
F89_6	10	1000	1.00E+06	0.15625	0.234375	-2
F89_7	10	1000	1.00E+06	0.3125	0.46875	-2
F89_8	10	1000	1.00E+06	0.625	0.9375	-2
F89_9	10	1000	1.00E+06	1.25	1.875	-2
F89_10	10	1000	1.00E+06	2.5	3.75	-2
F89_11	10	1000	1.00E+06	5	7.5	-2
F89_12	10	1000	1.00E+06	10	15	-2
F89_1	9	1000	9.00E+05	0.004882813	0.001464844	0
F89_2	9	1000	9.00E+05	0.009765625	0.014648438	0
F89_3	9	1000	9.00E+05	0.01953125	0.029296875	0
F89_4	10	1000	1.00E+06	0.0390625	0.05859375	0
F89_5	14	1000	1.40E+06	0.078125	0.1171875	0
F89_6	9	1000	9.00E+05	0.15625	0.234375	0
F89_7	6	1000	6.00E+05	0.3125	0.46875	0
F89_8	9	1000	9.00E+05	0.625	0.9375	0
F89_9	9	1000	9.00E+05	1.25	1.875	0
F89_10	16	1000	1.60E+06	2.5	3.75	0
F89_11	12	1000	1.20E+06	5	7.5	0
F89_12	8	1000	8.00E+05	10	15	0
F89_1	17	1000	1.70E+06	0.004882813	0.001464844	1
F89_2	14	1000	1.40E+06	0.009765625	0.014648438	1
F89_3	13	1000	1.30E+06	0.01953125	0.029296875	1
F89_4	11	1000	1.10E+06	0.0390625	0.05859375	1
F89_5	13	1000	1.30E+06	0.078125	0.1171875	1
F89_6	13	1000	1.30E+06	0.15625	0.234375	1
F89_7	9	1000	9.00E+05	0.3125	0.46875	1
F89_8	6	1000	6.00E+05	0.625	0.9375	1
F89_9	7	1000	7.00E+05	1.25	1.875	1
F89_10	9	100	9.00E+04	2.5	3.75	1
F89_11	8	100	8.00E+04	5	7.5	1
F89_12	5	100	5.00E+04	10	15	1
F89_1	10	10000	1.00E+07	0.004882813	0.001464844	2
F89_2	3	10000	3.00E+06	0.009765625	0.014648438	2
F89_3	4	10000	4.00E+06	0.01953125	0.029296875	2
F89_4	19	1000	1.90E+06	0.0390625	0.05859375	2
F89_5	16	1000	1.60E+06	0.078125	0.1171875	2
F89_6	21	1000	2.10E+06	0.15625	0.234375	2
F89_7	16	1000	1.60E+06	0.3125	0.46875	2
F89_8	16	100	1.60E+05	0.625	0.9375	2
F89_9	6	100	6.00E+04	1.25	1.875	2
F89_10	16	10	1.60E+04	2.5	3.75	2
F89_11	12	10	1.20E+04	5	7.5	2
F89_12	9	10	9.00E+03	10	15	2
F89_1	12	10000	1.20E+07	0.004882813	0.001464844	3
F89_2	7	10000	7.00E+06	0.009765625	0.014648438	3
F89_3	8	10000	8.00E+06	0.01953125	0.029296875	3
F89_4	5	10000	5.00E+06	0.0390625	0.05859375	3
F89_5	5	10000	5.00E+06	0.078125	0.1171875	3
F89_6	6	1000	6.00E+05	0.15625	0.234375	3
F89_7	7	100	7.00E+04	0.3125	0.46875	3
F89_8	15	10	1.50E+04	0.625	0.9375	3
F89_9	9	10	9.00E+03	1.25	1.875	3
F89_10	7	10	7.00E+03	2.5	3.75	3
F89_11	4	10	4.00E+03	5	7.5	3
F89_12	4	10	4.00E+03	10	15	3
F89_1	17	1000	1.70E+06	0.004882813	0.001464844	4
F89_2	9	1000	9.00E+05	0.009765625	0.014648438	4
F89_3	12	1000	1.20E+06	0.01953125	0.029296875	4
F89_4	9	1000	9.00E+05	0.0390625	0.05859375	4
F89_5	9	1000	9.00E+05	0.078125	0.1171875	4
F89_6	17	1000	1.70E+06	0.15625	0.234375	4
F89_7	8	100	8.00E+04	0.3125	0.46875	4
F89_8	7	1	7.00E+02	0.625	0.9375	4
F89_9	23	1	2.30E+03	1.25	1.875	4
F89_10	7	1	7.00E+02	2.5	3.75	4
F89_11	7	1	7.00E+02	5	7.5	4
F89_12	2	1	2.00E+02	10	15	4
F89_1	14	100000	1.40E+08	0.004882813	0.001464844	5
F89_2	9	100000	9.00E+07	0.009765625	0.014648438	5
F89_3	8	100000	8.00E+07	0.01953125	0.029296875	5
F89_4	8	100000	8.00E+07	0.0390625	0.05859375	5
F89_5	9	100000	9.00E+07	0.078125	0.1171875	5
F89_6	8	10000	8.00E+06	0.15625	0.234375	5
F89_7	16	100	1.60E+05	0.3125	0.46875	5
F89_8	21	1	2.10E+03	0.625	0.9375	5
F89_9	12	1	1.20E+03	1.25	1.875	5
F89_10	4	1	4.00E+02	2.5	3.75	5
F89_11	7	1	7.00E+02	5	7.5	5
F89_12	1	1	1.00E+02	10	15	5
F89_1	15	100000	1.50E+08	0.004882813	0.001464844	6
F89_2	16	100000	1.60E+08	0.009765625	0.014648438	6
F89_3	12	100000	1.20E+08	0.01953125	0.029296875	6
F89_4	13	100000	1.30E+08	0.0390625	0.05859375	6
F89_5	15	100000	1.50E+08	0.078125	0.1171875	6
F89_6	9	100000	9.00E+07	0.15625	0.234375	6
F89_7	14	100	1.40E+05	0.3125	0.46875	6
F89_8	9	1	9.00E+02	0.625	0.9375	6
F89_9	5	1	5.00E+02	1.25	1.875	6
F89_10	0	1	0.00E+00	2.5	3.75	6
F89_11	0	1	0.00E+00	5	7.5	6
F89_12	0	1	0.00E+00	10	15	6
